,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
6650,011329.OF,景顺长城新能源产业C,景顺长城基金,浦发银行,股票型,20210222,,,20210218,,34.5709,1.5,0.25,,1.0,0.0001,,中证新能源指数收益率*75%+中证全债指数收益率*15%+恒生能源行业指数收益率*10%,L,股票型,契约型开放式,,20210517,20210517,O
6651,011328.OF,景顺长城新能源产业A,景顺长城基金,浦发银行,股票型,20210222,,,20210218,,25.1455,1.5,0.25,,1.0,0.0001,,中证新能源指数收益率*75%+中证全债指数收益率*15%+恒生能源行业指数收益率*10%,L,股票型,契约型开放式,,20210517,20210517,O
6652,159863.SZ,光伏ETF基金,鹏华基金,申万宏源证券,股票型,20210222,,20210311,20210208,,4.6882,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20210311,20210311,E
6653,008719.OF,德邦安顺A,德邦基金,浙商银行,混合型,20210219,,,20210125,,1.5413,0.7,0.2,,1.0,0.001,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210322,20210322,O
6654,010597.OF,创金合信景雯A,创金合信基金,兴业银行,混合型,20210219,,,20201110,,0.8553,0.8,0.1,,1.0,0.001,,中债综合指数收益率*60%+沪深300指数收益率*40%,L,灵活配置型,契约型开放式,,20210301,20210301,O
6655,010598.OF,创金合信景雯C,创金合信基金,兴业银行,混合型,20210219,,,20201110,,1.7821,0.8,0.1,,1.0,0.001,,中债综合指数收益率*60%+沪深300指数收益率*40%,L,灵活配置型,契约型开放式,,20210301,20210301,O
6656,008720.OF,德邦安顺C,德邦基金,浙商银行,混合型,20210219,,,20210125,,1.6308,0.7,0.2,,1.0,0.001,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20210322,20210322,O
6657,011509.OF,易方达悦弘一年持有C,易方达基金,中国光大银行,混合型,20210219,,,20210208,,33.4822,0.6,0.18,,1.0,0.0001,,中债新综合指数(财富)收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20220218,20220218,O
6658,011508.OF,易方达悦弘一年持有A,易方达基金,中国光大银行,混合型,20210219,,,20210208,,47.6223,0.6,0.18,,1.0,0.0001,,中债新综合指数(财富)收益率*80%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20220218,20220218,O
6659,011454.OF,华泰柏瑞景气优选C,华泰柏瑞基金,中国建设银行,混合型,20210219,,,,,,1.5,0.25,,1.0,,,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,20210219,20210219,O
6660,011452.OF,华泰柏瑞质量成长C,华泰柏瑞基金,中国建设银行,混合型,20210219,,,,,,1.5,0.25,,1.0,,,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20210219,20210219,O
6661,010926.OF,兴银科技增长1个月滚动持有C,兴银基金,兴业银行,混合型,20210218,,,20210128,,1.3927,1.5,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20210318,20210318,O
6662,010925.OF,兴银科技增长1个月滚动持有A,兴银基金,兴业银行,混合型,20210218,,,20210128,,8.1669,1.5,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20210318,20210318,O
6663,516680.SH,有色ETF基金,建信基金,中金公司,股票型,20210218,20220929,20210308,20210125,20221130,2.6012,0.5,0.1,,1.0,0.1,,中证细分有色金属产业主题指数收益率,D,被动指数型,契约型开放式,,20210308,20210308,E
6664,011078.OF,诺德品质消费6个月持有,诺德基金,中国光大银行,混合型,20210210,,,20210125,,9.6034,1.5,0.25,,1.0,0.0001,,申银万国消费品指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20210316,20210810,O
6665,011462.OF,东吴兴享成长C,东吴基金,兴业银行,混合型,20210210,,,,,,1.5,0.25,,1.0,,,中证500指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20210210,20210210,O
6666,160727.OF,嘉实创业板两年定开,嘉实基金,招商银行,混合型,20210210,,,20210125,,10.5601,1.5,0.25,,1.0,0.0001,,创业板综合指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(人民币计价)*10%,L,混合型,契约型开放式,,,,O
6667,159855.SZ,影视ETF,银华基金,招商银行,股票型,20210209,,20210226,20210201,,3.2993,0.5,0.1,,1.0,0.1,,中证影视主题指数收益率,L,被动指数型,契约型开放式,,20210226,20210226,E
6668,010674.OF,兴全中证800六个月持有指数增强C,兴证全球基金,招商银行,股票型,20210209,,,20210128,,3.7475,1.1,0.15,,1.0,0.0001,,中证800指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20210507,20210809,O
6669,011279.OF,华夏内需驱动C,华夏基金,中国建设银行,混合型,20210209,,,20210203,,2.0329,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20210415,20210415,O
6670,011104.OF,光大保德信智能汽车主题,光大保德信基金,中国工商银行,股票型,20210209,,,20210127,,39.0014,1.5,0.25,,1.0,0.0001,,中信汽车指数收益率*75%+中证全债指数收益率*15%+中信港股通汽车指数收益率*10%,L,股票型,契约型开放式,,20210506,20210506,O
6671,516600.SH,消费服务ETF,工银瑞信基金,中信建投证券,股票型,20210209,,20210226,20210121,,3.5333,0.45,0.07,,1.0,0.1,,中证消费服务领先指数收益率,L,被动指数型,契约型开放式,,20210226,20210226,E
6672,516000.SH,大数据50ETF,华夏基金,中国银行,股票型,20210209,,20210301,20210128,,3.0486,0.5,0.1,,1.0,0.1,,中证大数据产业指数收益率,L,被动指数型,契约型开放式,,20210301,20210301,E
6673,010846.OF,南方卓越优选3个月持有A,南方基金,中国工商银行,混合型,20210209,,,20210201,,40.3727,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20210308,20210510,O
6674,010622.OF,恒越成长精选A,恒越基金,宁波银行,混合型,20210209,,,20210125,,16.543,1.5,0.1,,1.0,0.001,,沪深300指数收益率*65%+中证香港100指数收益率*20%+中债总全价指数收益率*15%,L,混合型,契约型开放式,,20210507,20210507,O
6675,011402.OF,汇添富成长精选C,汇添富基金,交通银行,混合型,20210209,,,20210203,,3.0639,1.5,0.25,,1.0,0.001,,中证800指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20210315,20210315,O
6676,011075.OF,大成恒享春晓一年定开A,大成基金,北京银行,混合型,20210209,,,20210122,,6.7779,0.8,0.2,,1.0,0.0001,,中证综合债券指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20220117,20220117,O
6677,010658.OF,海富通欣睿C,海富通基金,恒丰银行,混合型,20210209,,,20201221,,2.0048,0.6,0.1,,1.0,0.001,,中证全债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210311,20210311,O
6678,010623.OF,恒越成长精选C,恒越基金,宁波银行,混合型,20210209,,,20210125,,7.2235,1.5,0.1,,1.0,0.001,,沪深300指数收益率*65%+中证香港100指数收益率*20%+中债总全价指数收益率*15%,L,混合型,契约型开放式,,20210507,20210507,O
6679,011201.OF,财通优势行业轮动A,财通基金,中国工商银行,混合型,20210209,,,20210120,,20.1396,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*55%+中债综合指数收益率*25%+恒生指数收益率*20%,L,混合型,契约型开放式,,20210507,20210507,O
6680,010657.OF,海富通欣睿A,海富通基金,恒丰银行,混合型,20210209,,,20201221,,0.4023,0.6,0.1,,1.0,0.001,,中证全债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210311,20210311,O
6681,011202.OF,财通优势行业轮动C,财通基金,中国工商银行,混合型,20210209,,,20210120,,1.1357,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*55%+中债综合指数收益率*25%+恒生指数收益率*20%,L,混合型,契约型开放式,,20210507,20210507,O
6682,011071.OF,鹏华安悦一年持有A,鹏华基金,交通银行,混合型,20210209,,,20210125,,13.9758,0.6,0.15,,1.0,0.0001,,中证综合债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%(经汇率估值调整),L,混合型,契约型开放式,,20210507,20220209,O
6683,516180.SH,光伏ETF平安,平安基金,中信证券,股票型,20210209,,20210303,20210201,,3.3099,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20210303,20210303,E
6684,010826.OF,大成产业趋势A,大成基金,中国银行,混合型,20210209,,,20210125,,14.8992,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20210412,20210412,O
6685,517100.SH,AH500ETF,富国基金,中国银行,股票型,20210209,,20210302,20210125,,7.871,0.5,0.1,,1.0,0.1,,中证沪港深500指数收益率,L,被动指数型,契约型开放式,,20210302,20210302,E
6686,010480.OF,汇添富稳进双盈一年持有,汇添富基金,中国建设银行,混合型,20210209,,,20210127,,12.0362,0.8,0.2,,1.0,0.001,,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210426,20220209,O
6687,010697.OF,中融行业先锋6个月持有A,中融基金,中国银行,混合型,20210209,,,20210125,,12.0056,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20210426,20210809,O
6688,010673.OF,兴全中证800六个月持有指数增强A,兴证全球基金,招商银行,股票型,20210209,,,20210128,,25.0241,1.1,0.15,,1.0,0.0001,,中证800指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20210507,20210809,O
6689,011333.OF,鹏华品质优选A,鹏华基金,中国工商银行,混合型,20210209,,,20210127,,71.4885,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,20210507,20210507,O
6690,011334.OF,鹏华品质优选C,鹏华基金,中国工商银行,混合型,20210209,,,20210127,,5.2615,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*70%+中证综合债指数收益率*20%+恒生指数收益率*10%(经汇率估值调整),L,混合型,契约型开放式,,20210507,20210507,O
6691,010350.OF,景顺长城品质长青A,景顺长城基金,招商银行,混合型,20210209,,,20210203,,30.6205,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证港股通综合指数收益率(使用估值汇率折算)*20%+中证综合债券指数*20%,L,混合型,契约型开放式,,20210506,20210506,O
6692,010827.OF,大成产业趋势C,大成基金,中国银行,混合型,20210209,,,20210125,,0.5113,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20210412,20210412,O
6693,011425.OF,广发优势成长A,广发基金,交通银行,股票型,20210209,,,20210205,,33.4406,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中证全债指数收益率*20%,L,股票型,契约型开放式,,20210409,20210409,O
6694,010412.OF,汇安均衡优选,汇安基金,招商银行,混合型,20210209,,,20210201,,8.2039,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*80%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,20210507,20210507,O
6695,011163.OF,博时港股通领先趋势C,博时基金,中国民生银行,混合型,20210209,,,20210127,,10.32,1.5,0.25,,1.0,0.001,,中证港股通综合指数(CNY)收益率*65%+中债综合财富(总值)指数收益率*20%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20210507,20210507,O
6696,010204.OF,中银港股通优势成长,中银基金,兴业银行,股票型,20210209,,,20210126,,6.3689,1.5,0.25,,1.0,0.001,,恒生指数收益率*65%+中债综合全价(总值)指数收益率*20%+沪深300指数收益率*15%,L,股票型,契约型开放式,,20210412,20210412,O
6697,011076.OF,大成恒享春晓一年定开C,大成基金,北京银行,混合型,20210209,,,20210122,,0.1265,0.8,0.2,,1.0,0.0001,,中证综合债券指数收益率*75%+沪深300指数收益率*15%+恒生指数收益率*5%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20220117,20220117,O
6698,011072.OF,鹏华安悦一年持有C,鹏华基金,交通银行,混合型,20210209,,,20210125,,0.1119,0.6,0.15,,1.0,0.0001,,中证综合债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率*5%(经汇率估值调整),L,混合型,契约型开放式,,20210507,20220209,O
6699,010847.OF,南方卓越优选3个月持有C,南方基金,中国工商银行,混合型,20210209,,,20210201,,8.411,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20210308,20210510,O
6700,011478.OF,工银瑞信美丽城镇主题C,工银瑞信基金,中国建设银行,股票型,20210209,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20210209,20210209,O
6701,011476.OF,工银瑞信新蓝筹C,工银瑞信基金,中国银行,股票型,20210209,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中债综合财富指数收益率*20%,L,股票型,契约型开放式,,20210209,20210209,O
6702,011162.OF,博时港股通领先趋势A,博时基金,中国民生银行,混合型,20210209,,,20210127,,42.6643,1.5,0.25,,1.0,0.001,,中证港股通综合指数(CNY)收益率*65%+中债综合财富(总值)指数收益率*20%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20210507,20210507,O
6703,011337.OF,兴全汇吉一年持有C,兴证全球基金,浦发银行,混合型,20210209,,,20210130,,1.663,1.0,0.1,,1.0,0.0001,,中债综合(全价)指数收益率*60%+沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,,20210506,20220209,O
6704,516060.SH,创新药产业ETF,工银瑞信基金,申万宏源证券,股票型,20210209,,20210301,20210125,,2.9024,0.45,0.07,,1.0,0.1,,中证创新药产业指数收益率,L,被动指数型,契约型开放式,,20210301,20210301,E
6705,159848.SZ,证券ETF基金,国联安基金,国泰君安,股票型,20210209,,20210312,20210128,,2.5318,0.5,0.05,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20210312,20210312,E
6706,011278.OF,华夏内需驱动A,华夏基金,中国建设银行,混合型,20210209,,,20210203,,50.5108,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数收益率*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20210415,20210415,O
6707,011212.OF,富国稳健策略6个月持有A,富国基金,中国工商银行,混合型,20210209,,,20210203,,23.8874,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20210604,20210810,O
6708,011259.OF,汇添富高质量成长30C,汇添富基金,中国工商银行,混合型,20210209,,,20210128,,1.3718,1.5,0.25,,1.0,0.001,,中证500指数收益率*70%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20210426,20220209,O
6709,011475.OF,工银瑞信消费服务C,工银瑞信基金,中国农业银行,混合型,20210209,,,,,,1.5,0.25,,1.0,,,中证全指金融地产指数收益率*30%+中证全指可选消费指数收益率*20%+中债综合财富(总值)指数收益率*20%+中证全指主要消费指数收益率*15%+中证全指医药卫生指数收益率*15%,L,混合型,契约型开放式,,20210209,20210209,O
